id,status_group
52165,functional
72960,non functional
72576,functional
72563,non functional
6967,non functional
33308,non functional
62143,functional
51207,non functional
44044,functional
3855,non functional
16251,functional
14372,functional
72103,functional
64139,non functional
56281,functional
69043,non functional
62167,functional
63607,non functional
47110,non functional
37569,functional
16900,functional
53613,functional
37811,functional
43088,non functional
71247,functional
72479,non functional
41236,non functional
24010,functional
65146,non functional
39028,functional
24711,functional
17496,non functional
12155,functional
59955,functional
42670,non functional
72085,non functional
65032,functional
8856,non functional
1357,non functional
21516,functional
24142,non functional
34445,non functional
65798,functional
6005,functional needs repair
1036,functional
6421,functional
15884,functional
51515,functional
558,functional
4078,functional
74029,functional needs repair
36822,functional
73047,non functional
24578,non functional
16111,non functional
28823,non functional
46570,functional
6119,functional
61127,non functional
54423,functional needs repair
51632,functional
51204,functional
5471,non functional
52133,non functional
70710,non functional
31011,non functional
38506,functional
41874,non functional
71764,non functional
31645,functional
423,non functional
13928,functional
59530,functional
36079,non functional
11702,functional
69607,functional
41560,functional
55085,functional
38711,non functional
19922,functional
36998,non functional
43084,non functional
49094,functional needs repair
37966,non functional
235,non functional
73017,functional
23802,non functional
23809,functional
41734,functional needs repair
6288,functional
19859,functional
54894,functional
51419,non functional
42240,functional
12250,non functional
58708,functional
8535,non functional
43382,non functional
50908,non functional
66207,functional
18125,functional
33045,functional
70392,non functional
55146,non functional
8665,functional
16102,non functional
59379,non functional
3781,functional
10617,non functional
44483,non functional
47462,non functional
56226,non functional
53290,functional
53550,functional
13439,non functional
64248,functional
38488,functional
69584,non functional
54785,non functional
19073,non functional
62575,non functional
34416,functional
63481,functional needs repair
56086,functional
24611,functional
67328,non functional
31540,functional
5602,functional
55352,non functional
31100,functional
20673,functional
54448,functional
55190,non functional
43225,non functional
35447,non functional
20270,functional
41387,non functional
52501,non functional
28020,non functional
70102,functional
11634,non functional
60059,non functional
63354,functional
5118,functional
44205,functional
24524,non functional
31831,non functional
45749,functional
37267,functional
24021,functional needs repair
24726,functional
35088,functional
43768,functional
24094,functional
14988,functional needs repair
9181,functional
52843,non functional
56181,non functional
50918,functional
59410,functional
29858,non functional
9852,non functional
25278,non functional
5140,non functional
26577,functional
58732,functional
10200,functional
6873,functional
25568,non functional
17434,non functional
30353,non functional
21313,functional needs repair
2115,functional
62558,functional
62489,functional
52701,non functional
57923,functional
23912,non functional
45509,functional
74216,functional
66531,non functional
7991,non functional
66109,functional
26027,functional
9657,non functional
56503,functional
66080,functional
55905,functional
16578,functional
42372,non functional
43724,functional
11100,non functional
28529,non functional
63961,non functional
17181,functional
49388,non functional
36837,functional
16224,functional
15222,non functional
24141,functional
47151,non functional
53712,non functional
56472,functional
25421,functional
11333,functional
65802,non functional
42239,non functional
6231,functional
57085,functional
65925,non functional
49220,functional
32835,non functional
32678,functional
21623,non functional
23134,functional
23945,functional
53424,non functional
38168,functional
34640,functional
40750,non functional
50473,functional
16497,functional needs repair
59054,non functional
15543,non functional
53005,functional
3674,functional
45652,non functional
53629,non functional
51726,functional
11910,non functional
39303,non functional
16936,non functional
68996,functional
32676,non functional
55134,non functional
25513,functional needs repair
32064,non functional
51540,functional
41535,functional
56172,functional
17862,functional
19729,functional
51491,functional
42353,functional
21550,non functional
16616,functional needs repair
57194,non functional
34753,non functional
24487,functional
40054,functional needs repair
46896,functional
59182,functional
72183,non functional
51914,functional needs repair
16934,functional
687,functional
16704,functional
42185,functional
7710,functional
56108,non functional
44250,functional
5866,functional
37844,non functional
24800,functional
29601,non functional
19006,functional
69581,non functional
61070,non functional
29821,functional
24435,functional
6821,functional
49670,functional
35021,functional
11585,non functional
46906,functional
68224,non functional
41394,functional
60730,functional
42716,non functional
7337,functional
25590,functional
22042,functional
37637,functional
25349,functional
62937,non functional
13691,functional
38381,functional
16611,functional
28361,non functional
33281,functional
24378,functional
36541,non functional
25133,functional needs repair
43853,functional
14216,functional
37703,functional
49444,functional
16176,functional
12046,functional
22891,non functional
3772,non functional
14322,non functional
13081,functional
65734,functional
41904,non functional
44765,non functional
45572,functional
66459,non functional
51552,functional
11635,functional
11019,functional needs repair
26174,non functional
42516,functional needs repair
56190,functional
4089,functional
57596,functional
7343,functional
41,functional
52212,functional
43101,functional
1445,non functional
11069,functional
71798,non functional
39185,functional
38245,non functional
7668,functional needs repair
40017,functional
34961,non functional
8424,functional
32452,non functional
6781,non functional
27687,non functional
34063,non functional
13643,functional
72819,functional
61090,functional
58877,functional
44695,functional
29554,non functional
13728,functional
6442,functional
51396,non functional
846,non functional
29421,functional
17400,functional
6914,non functional
17250,functional
16651,functional
12430,functional
2503,functional
41589,non functional
5796,functional
729,non functional
9649,functional
73002,non functional
66516,non functional
59993,functional
54652,functional
41432,non functional
19442,functional
7186,non functional
128,functional
47647,non functional
66062,functional
43981,non functional
11826,functional needs repair
48385,non functional
51393,non functional
21669,non functional
26162,functional
17835,functional
46594,functional
40884,non functional
58764,functional
57438,functional
58917,functional
18788,functional
15743,non functional
25458,non functional
65132,functional
19489,non functional
3311,functional
6863,non functional
72693,non functional
29653,functional
27309,non functional
34379,functional
7699,functional
30715,functional
13097,functional
2491,functional
74044,functional
58879,functional
47687,functional
69647,non functional
26065,functional
52242,functional
16215,functional
40072,non functional
1806,functional
47161,functional
18855,non functional
58974,functional
13240,non functional
42181,functional
36328,functional
29640,functional
16113,non functional
39999,functional
1327,functional
50596,functional
38353,functional
60733,non functional
215,non functional
62783,functional
39190,non functional
23162,functional needs repair
70875,functional
55862,functional
9046,functional
11991,non functional
49092,functional
4126,functional needs repair
21416,non functional
19177,functional
44489,non functional
58878,functional
16754,non functional
54295,non functional
66511,functional
29084,functional
67492,non functional
62477,functional
49506,non functional
12316,functional
67641,functional
6460,non functional
70850,functional needs repair
18805,functional
27134,functional needs repair
51197,non functional
20744,non functional
67314,functional
3254,functional
69266,non functional
71100,non functional
66726,functional
39149,functional
8553,functional needs repair
9221,non functional
45762,functional needs repair
57720,functional needs repair
6029,functional
48066,non functional
27776,functional
17060,non functional
4603,functional
41667,functional
34490,non functional
65947,functional
23470,functional
14983,functional
31757,non functional
24656,functional
53220,non functional
12158,functional
50896,non functional
51154,functional
16109,functional
54345,functional
40221,functional
12680,non functional
52743,functional
46074,functional
52292,functional
21900,functional
47038,non functional
58472,functional
40535,non functional
6703,functional
63031,functional
65527,functional
41900,functional
57529,non functional
69522,non functional
43758,functional
54581,functional
56277,functional
32455,functional
45131,non functional
3114,functional
7276,non functional
56674,functional
50870,functional
46662,functional
19056,non functional
10173,functional
41899,functional
10409,functional
42203,functional
48015,functional
55974,functional
40500,functional
56654,non functional
60,functional
56145,functional
57522,non functional
26611,functional
28891,functional
71,non functional
12105,functional needs repair
62958,functional
580,functional
19914,functional
42864,functional
59555,non functional
47594,non functional
6003,non functional
60353,functional
11793,functional
60116,non functional
28380,functional
71486,functional
56262,functional
4282,non functional
18676,functional
45617,functional
2433,non functional
53418,non functional
53975,non functional
9696,functional
19118,functional
71015,non functional
39138,non functional
22283,functional
34446,non functional
45679,functional
35817,functional
8538,functional
26565,functional
41267,non functional
13765,non functional
24014,functional
41258,functional
37903,functional
57076,non functional
31147,functional
44006,functional
9275,functional
25273,functional
71363,non functional
61530,functional
46103,functional
4853,functional
69873,functional
24905,functional
53455,non functional
44469,non functional
32410,functional
4990,non functional
12937,functional
61512,non functional
42943,functional
18941,non functional
62853,functional
60645,functional needs repair
31877,functional
33274,functional
41371,functional
40342,functional
23771,non functional
16627,functional
10620,non functional
22307,functional
17757,functional
25233,functional
2583,non functional
323,non functional
12960,non functional
51501,non functional
5296,functional
44769,functional
48605,non functional
41546,functional
34182,non functional
49197,functional
15198,functional
19804,non functional
4822,non functional
45243,non functional
48097,functional
7129,non functional
6283,functional needs repair
71965,functional
66378,non functional
26922,functional
7482,functional needs repair
39452,functional needs repair
68943,functional
68180,non functional
66276,functional
65283,non functional
31308,functional needs repair
40128,functional
16503,functional
69661,functional
29095,functional
17753,non functional
57420,non functional
16261,functional
70538,non functional
65194,non functional
72435,functional
64495,functional
35193,non functional
8057,functional
12322,functional
5898,functional
2331,functional
19767,functional
61632,functional
61671,functional
29779,non functional
13557,functional
63387,functional
46295,non functional
55986,functional
51814,functional
1292,non functional
31376,functional
9771,functional
42263,functional
49802,functional
62256,functional
62547,functional
25386,functional
9236,non functional
2517,functional needs repair
73656,non functional
45203,functional
51042,functional
9821,functional
4649,non functional
55272,functional needs repair
68928,functional
73636,non functional
12266,functional
7212,non functional
69294,functional
46995,non functional
25296,functional
54809,non functional
73101,non functional
37632,functional
27268,functional
54211,non functional
36984,functional needs repair
47587,non functional
2657,non functional
54490,functional
46226,non functional
3600,non functional
4181,non functional
31591,functional
61367,non functional
56698,functional needs repair
8332,non functional
50659,functional
62812,non functional
51380,non functional
17863,functional
20286,functional
53132,non functional
34464,non functional
46673,non functional
24438,functional
48094,non functional
16030,functional
17832,functional
67508,functional
46636,functional
74075,non functional
55094,non functional
49006,functional
37354,functional
60236,non functional
3209,non functional
39108,functional
36812,functional
6793,non functional
41476,functional
49518,functional
47567,functional
27346,functional
19392,functional
66025,non functional
57274,non functional
675,non functional
17412,functional
72449,non functional
29907,functional
11594,non functional
42246,functional
3085,functional
49023,non functional
67760,functional
40000,functional
16981,functional
54047,functional
14867,functional
15883,functional
29116,non functional
18071,functional
27276,functional
64562,non functional
70861,functional
55622,non functional
59165,functional needs repair
51132,non functional
35586,functional
27105,non functional
13187,functional
57886,functional
28213,non functional
18488,functional
1577,functional
28263,non functional
21067,functional
7356,functional
2226,functional
674,functional
72887,functional
59542,functional
44620,functional needs repair
16472,functional
13944,functional
38515,functional
59844,non functional
64020,functional
39515,functional
42195,functional needs repair
58130,non functional
16468,non functional
51238,non functional
41193,non functional
26011,functional
57418,non functional
35999,non functional
46525,functional
73917,functional
64358,functional
44010,non functional
70946,non functional
37279,functional
11316,functional needs repair
26948,non functional
67663,non functional
30646,functional
18800,functional
38880,functional
23018,non functional
69164,functional
65759,functional
10655,functional
63675,functional
43034,functional
8958,non functional
46358,non functional
55971,non functional
30136,non functional
66220,functional
17086,non functional
42202,functional
29397,functional
4983,non functional
72073,functional
45764,non functional
40130,functional
56451,functional
52098,functional
1744,functional
51837,functional
45582,non functional
49632,functional
52965,non functional
67208,functional
19909,non functional
12335,functional
13540,functional
71463,functional
21538,non functional
37758,non functional
50112,functional
38189,non functional
67316,non functional
30503,functional
8636,non functional
28174,functional
31820,functional needs repair
26838,functional
5002,functional
74116,functional
64649,functional
23396,functional
51619,functional needs repair
22762,functional
63131,non functional
26493,non functional
5467,non functional
32296,non functional
40669,functional
68334,functional
13678,non functional
43484,non functional
10354,functional
20539,functional
29240,functional
70329,functional
3162,functional
39231,functional
40754,functional
14133,non functional
69543,functional
6262,non functional
54445,non functional
35970,functional
43254,non functional
42277,non functional
11697,functional
71072,functional
35316,non functional
45891,functional needs repair
57687,non functional
34642,non functional
23216,non functional
62439,functional
68479,functional
30084,functional
49217,non functional
51423,non functional
25633,functional
26717,functional
12730,functional
55461,functional
31848,functional
28106,functional
42133,non functional
57241,functional
19306,non functional
62986,non functional
37116,non functional
63927,non functional
4086,non functional
32706,non functional
17011,functional needs repair
70668,functional
44969,non functional
27834,functional
5330,non functional
25274,functional
51925,functional
1536,functional
5119,non functional
58245,non functional
68137,functional
3975,functional
34227,non functional
8200,non functional
23820,functional
5628,functional
45927,functional
73608,functional
4134,functional
9928,non functional
16550,functional
11425,non functional
12803,functional needs repair
32969,functional needs repair
47444,non functional
19227,functional
14736,functional
265,non functional
29769,non functional
40245,non functional
58998,non functional
42363,functional
46025,functional
44123,functional
49971,non functional
45275,functional needs repair
52344,non functional
62146,functional
41847,functional
64183,functional
23233,functional
23129,functional
9190,non functional
10332,functional
65067,non functional
2175,functional
4913,functional
10693,functional
58310,functional
25447,non functional
12653,non functional
50970,functional
13825,non functional
45248,functional
3980,non functional
3131,functional
48020,non functional
1094,functional
52816,functional
65269,functional
72885,functional
33527,functional
26902,non functional
46680,functional
34894,functional
3557,functional
6866,non functional
36992,non functional
26918,functional
51910,non functional
69283,functional
10134,functional
23480,functional
869,functional needs repair
4547,non functional
7763,functional
36726,non functional
24075,functional
19641,functional
55483,non functional
21039,non functional
60347,non functional
60713,functional
27069,non functional
28515,non functional
54900,non functional
49598,functional
38594,functional needs repair
56408,non functional
32244,functional
36204,non functional
57349,functional
16791,functional
17273,functional
57287,non functional
9710,functional
5665,functional
44820,non functional
26590,functional
49036,non functional
140,functional
27241,functional
57710,non functional
52391,non functional
48897,functional
25821,functional
55573,functional
29669,functional
21024,functional
52262,functional
10471,non functional
64041,non functional
68196,non functional
72736,functional
71207,non functional
64513,functional
57958,functional
26599,functional
39432,non functional
18392,non functional
76,functional
50389,non functional
64077,functional
13349,functional
30629,functional
62999,functional
19910,functional
27257,non functional
29931,functional needs repair
46546,functional needs repair
32412,non functional
21231,functional
36095,functional needs repair
48753,non functional
73892,non functional
31450,functional
37145,non functional
53047,non functional
56556,functional
5111,functional needs repair
33622,functional
72963,non functional
47144,functional
14967,functional needs repair
15486,non functional
9522,functional needs repair
28271,non functional
30620,functional
11613,non functional
65827,functional
5538,functional
67274,functional
7979,functional
52036,functional
4521,functional needs repair
45962,functional
14987,functional
42950,functional
48387,functional needs repair
68675,functional needs repair
53181,non functional
42046,non functional
71816,functional
35175,non functional
49810,functional needs repair
31168,functional needs repair
4001,functional needs repair
61877,non functional
52803,functional
24577,non functional
8584,functional
19566,non functional
73739,non functional
5767,functional
44119,functional
20307,non functional
7502,functional
73686,functional
33188,non functional
16561,non functional
62686,functional needs repair
8316,functional
20901,functional
60266,non functional
2329,functional
64261,non functional
22175,functional
61668,functional
23611,non functional
16604,non functional
606,functional
33108,non functional
19230,non functional
15348,functional
43642,functional
45838,functional
33975,functional
43934,functional
24674,functional
73257,non functional
43504,non functional
42259,functional
2034,functional
58927,functional
19833,non functional
57462,functional needs repair
21515,functional
30996,non functional
27023,functional
9116,non functional
31161,non functional
18708,non functional
42677,non functional
14279,functional
67521,non functional
61879,functional
27363,non functional
68197,functional
56925,functional needs repair
37728,non functional
39818,non functional
44603,non functional
28493,functional
15415,functional
47557,functional needs repair
57043,functional
59359,non functional
41770,functional
50792,functional
36205,non functional
61421,functional needs repair
39990,non functional
64621,functional
68096,non functional
9452,functional
9828,functional
16729,functional
48292,non functional
53612,functional
43460,functional
53169,functional
14441,non functional
57283,functional
50423,functional
54248,non functional
67401,functional
14463,non functional
48808,functional needs repair
70787,functional
71953,non functional
62200,non functional
52185,non functional
57452,functional
68445,functional
6833,functional
717,non functional
41389,non functional
68350,functional
22416,functional
49847,non functional
42186,non functional
59818,non functional
24783,non functional
26050,functional
70840,functional
64243,functional
40986,functional
49914,functional
67097,functional
73262,functional
61915,functional
70628,functional needs repair
17585,functional
27855,non functional
48291,functional
49723,functional
12992,functional
50998,functional
70227,non functional
9019,non functional
37658,non functional
66122,functional
55999,non functional
52599,functional
70753,functional
60617,non functional
24127,functional
61339,functional
14978,non functional
69315,non functional
15740,functional
26998,functional
68729,functional
67053,functional
65187,functional
64617,functional
72474,functional
56632,functional
62497,non functional
42014,functional
70508,non functional
19432,functional
73256,functional
10104,non functional
71362,functional
46355,functional
2730,non functional
56534,functional
15849,functional
12052,functional
45475,non functional
64130,non functional
24764,functional
23935,non functional
24801,non functional
21913,functional needs repair
26961,functional
23419,functional
48602,functional
17693,functional
37066,functional
40075,functional
57952,non functional
62271,functional needs repair
16459,functional
2307,functional
64678,functional
1141,functional
60471,functional
23560,functional
13152,functional
4211,functional needs repair
69448,non functional
27066,functional
62218,non functional
6147,non functional
24006,functional
50907,non functional
54329,functional needs repair
10474,functional
9297,functional
64692,non functional
34614,functional
12908,non functional
58949,functional
25237,functional
20249,functional
25240,functional
49390,non functional
3093,non functional
48618,non functional
46091,non functional
47061,non functional
62675,non functional
6378,functional
65496,non functional
70357,functional
70418,functional
39725,functional
40445,functional
20158,non functional
35525,non functional
44560,functional
104,non functional
45990,functional
53566,non functional
12895,non functional
69488,non functional
35476,functional
14397,non functional
9353,non functional
71949,functional needs repair
36136,non functional
64551,functional
12486,functional
63708,functional
24042,functional
31042,functional
4232,functional
43081,functional
50078,functional
17497,functional
6823,functional
11116,non functional
34780,functional
39887,non functional
36242,functional needs repair
33241,functional
27951,non functional
32089,functional
66211,functional
58077,non functional
5764,non functional
43521,functional
37718,functional
23978,functional needs repair
42904,functional
71694,functional
58700,functional
39573,functional
12597,functional
25301,functional
21725,functional
71616,non functional
3465,non functional
35780,functional needs repair
44716,functional
5896,functional
68575,functional
6013,functional
45109,functional
18946,functional
30410,functional
16552,functional needs repair
67591,functional
57851,functional
9959,functional
16804,functional needs repair
55056,non functional
16707,functional
12522,non functional
37193,non functional
1891,non functional
7641,functional
25630,functional
37093,functional
58074,functional
56016,non functional
2322,functional
51371,non functional
47940,non functional
66158,non functional
7858,non functional
9702,functional
21056,functional
46403,functional
30588,non functional
18213,functional
33970,functional
48059,non functional
5693,functional
65369,non functional
48137,non functional
35514,functional
15786,functional
65858,functional
36118,non functional
70150,non functional
14354,non functional
37839,functional
59646,functional needs repair
30146,non functional
24505,functional
6782,functional needs repair
36581,functional
60096,functional
40602,functional needs repair
1368,non functional
43848,non functional
51216,functional needs repair
38450,non functional
39557,non functional
21683,functional
11945,non functional
28327,non functional
25791,functional
69132,functional
42120,non functional
67170,functional
9366,non functional
7271,functional
61394,non functional
7371,non functional
50251,functional
41217,functional needs repair
42340,functional
513,functional
40713,functional
3804,functional needs repair
46648,functional
15773,non functional
23025,functional
53847,functional
55926,functional
24320,functional
2352,functional
18827,functional
63266,non functional
49555,non functional
71409,functional
27667,functional
53216,functional
24542,non functional
36513,functional
58060,functional
22471,non functional
8063,functional
17141,functional
40538,functional
52505,functional
39806,functional needs repair
18136,non functional
67130,functional
28635,functional
44724,functional
24600,functional
66318,non functional
51443,functional
39652,functional
29280,functional
66549,functional
25128,non functional
74214,non functional
36175,non functional
62011,non functional
71452,non functional
26469,non functional
25276,functional
22925,functional
13970,non functional
48978,functional
36125,functional
21197,non functional
10056,non functional
43878,functional
1050,non functional
64381,functional
56175,non functional
42589,non functional
18434,functional
1590,functional
458,functional
61695,functional
59476,functional
65115,functional
40588,functional
43640,functional
11450,non functional
70534,non functional
16853,functional
50301,non functional
3659,non functional
32475,functional
26315,non functional
61635,functional
73997,functional
27323,non functional
47757,non functional
27054,functional
60627,non functional
38916,non functional
7196,functional
36264,functional
354,functional
58038,functional
59740,non functional
36316,non functional
48785,functional
35439,functional
65174,functional
26470,functional
4717,functional
60980,functional needs repair
2184,functional
47044,functional
67118,functional
51085,functional
63934,functional needs repair
14981,non functional
59190,functional
15231,non functional
2521,non functional
8174,functional needs repair
28103,non functional
12689,functional
30137,functional
21242,functional
16610,functional
23454,non functional
46757,non functional
53973,functional
30597,functional
34184,functional
2608,non functional
2129,functional
10809,functional needs repair
43759,non functional
63995,functional needs repair
18431,functional
3453,functional needs repair
20141,functional
56317,functional
39060,functional
16727,non functional
11008,functional
22952,non functional
70138,functional
35797,functional
46269,non functional
39672,functional needs repair
57307,functional needs repair
72099,non functional
1739,functional
66782,functional
7109,functional
22376,functional
40024,non functional
33193,functional
5897,functional
57689,non functional
1318,functional needs repair
48692,functional
38762,functional
58333,non functional
63801,non functional
50879,functional
23161,functional
15978,functional needs repair
7330,functional
57090,non functional
33256,functional
25097,functional needs repair
56560,functional needs repair
25667,non functional
61044,non functional
3185,functional
72858,non functional
55794,non functional
42044,non functional
57771,non functional
53031,non functional
61647,functional
40511,functional
2118,functional
61073,non functional
21693,functional
7437,functional
58619,non functional
3243,functional
52225,functional
31316,functional
72905,functional
69508,functional
49209,functional
25612,functional
31076,functional needs repair
53674,functional
39858,functional
1239,functional
24804,functional
10151,functional
35856,non functional
4058,non functional
71673,non functional
3472,functional
20461,non functional
63626,non functional
61849,functional
36417,functional
39165,functional
5400,non functional
22731,functional
4318,functional
3387,functional
14470,non functional
10178,functional
46483,functional
21534,non functional
42653,non functional
20315,functional
7634,functional
1487,functional
28959,non functional
74237,non functional
34807,non functional
61296,non functional
27119,non functional
18513,non functional
34933,functional
35631,non functional
20996,functional
18760,functional
42270,non functional
14924,non functional
3393,functional
37484,functional
55702,functional
54034,functional
43646,functional
67985,non functional
12465,non functional
39063,functional
14107,non functional
4565,functional
46196,non functional
61694,functional
67215,functional
60791,non functional
47124,functional
73293,functional
38590,functional
41511,non functional
26016,functional
5512,functional
16449,functional
35990,non functional
54858,functional
35036,functional
40203,non functional
47464,non functional
63191,functional needs repair
29793,functional
19414,functional
63834,functional
38532,functional
27801,functional
59098,non functional
20114,functional needs repair
13169,functional
54079,functional
34425,functional
71032,functional
34192,functional
68679,functional
57578,functional
70394,functional
64234,non functional
20902,functional
69451,non functional
46162,functional
70634,functional
41473,non functional
7272,functional needs repair
68745,non functional
15185,non functional
13052,non functional
32667,functional
40205,non functional
14169,functional
56471,functional
63926,non functional
48633,functional needs repair
23418,functional
64863,non functional
41291,non functional
21792,non functional
35202,functional
11207,non functional
56428,functional
35069,non functional
47666,functional
6835,functional
7877,functional
4723,non functional
56609,functional
19835,functional
28784,functional
30911,non functional
27551,non functional
70163,functional
13705,non functional
15343,non functional
31003,functional
21142,non functional
21205,functional needs repair
68331,functional
56343,functional
41464,non functional
70915,functional
41993,functional
61773,non functional
5967,functional
4780,functional
43141,functional
52515,non functional
5916,functional needs repair
50684,non functional
22817,functional
27509,functional
45756,non functional
26185,functional
68321,functional
34148,functional
12472,functional
28921,non functional
57404,non functional
9225,functional needs repair
39385,non functional
63258,functional
59973,non functional
6281,functional
52427,non functional
57718,non functional
71155,functional
44858,functional
62655,functional
58108,functional
56214,functional
15390,functional
23459,non functional
23124,functional
8372,functional needs repair
15699,non functional
13687,non functional
22378,functional
57040,functional
20979,functional
43703,non functional
59727,non functional
45627,non functional
16157,non functional
44642,functional needs repair
1559,functional
17550,functional
68,non functional
6801,functional
6553,functional
18873,functional
11890,non functional
55362,functional
29036,non functional
48804,non functional
21244,functional
56457,functional
66972,functional
4569,functional needs repair
37780,functional
2484,non functional
66654,non functional
27930,functional
20823,non functional
31705,functional
47459,functional
29976,functional
35406,functional needs repair
4550,functional
49726,functional
73278,functional
11950,functional
36448,functional
5116,non functional
24290,functional
61560,functional
844,functional
13544,non functional
45849,functional
57366,functional
53958,functional
3090,non functional
41538,non functional
40725,functional needs repair
67456,non functional
24570,functional
23199,non functional
32000,functional
8790,functional
64795,functional
9970,non functional
62654,non functional
37128,functional
5072,functional
6600,functional
3743,non functional
41869,non functional
37720,non functional
12226,functional
10298,functional
15386,functional
58922,functional
27840,functional
21196,non functional
28356,functional
347,functional
7579,non functional
15806,functional
35744,non functional
4076,functional needs repair
62474,non functional
37884,non functional
58688,non functional
62108,functional
58014,functional
2445,functional
61590,functional needs repair
39241,functional
5953,non functional
70276,functional
21769,non functional
56138,non functional
2297,functional
14841,non functional
25819,non functional
43428,non functional
887,functional needs repair
10785,functional needs repair
23606,non functional
53432,functional
47485,functional needs repair
52811,non functional
31413,non functional
19818,non functional
58076,functional needs repair
54698,functional
66618,non functional
40058,functional
54187,non functional
13761,non functional
39979,functional
50313,non functional
64655,functional
5950,functional
52791,non functional
39159,functional
67325,functional
26722,functional
50575,non functional
73277,functional needs repair
6470,non functional
31943,non functional
62883,functional
63550,non functional
43418,non functional
26294,functional
2764,non functional
21110,functional
62410,functional needs repair
23366,non functional
35965,functional
45145,functional
51,non functional
65717,non functional
58351,non functional
5687,functional
71372,functional
25180,functional
70704,non functional
43391,functional
27336,functional
22385,functional
36840,functional
49727,functional
12817,functional
8239,non functional
34920,functional
19538,non functional
18790,functional
7998,functional
50588,functional
47752,non functional
59003,non functional
52880,non functional
71672,non functional
30679,functional
41516,functional
4609,non functional
41304,non functional
7707,non functional
10263,non functional
18970,non functional
38823,non functional
60354,functional
71736,non functional
64663,functional
61217,functional
12781,functional
50580,functional
69412,non functional
71341,functional needs repair
32620,non functional
1845,functional
55031,functional needs repair
2542,functional needs repair
27133,non functional
69713,functional
3824,non functional
25784,functional
37498,functional
11862,functional
48591,functional
9047,functional
65036,functional
32427,functional
39144,functional needs repair
69827,non functional
46313,functional
31412,non functional
60104,functional
19828,functional
50835,functional
35070,non functional
8472,non functional
6891,functional needs repair
64405,functional
64012,non functional
11682,functional needs repair
18633,functional
15857,functional
57669,non functional
56177,functional
23205,non functional
24507,functional needs repair
65374,non functional
35054,non functional
31620,non functional
44681,functional
12620,functional
63603,functional
30472,non functional
74034,non functional
37158,functional
53888,functional
6374,functional
20781,functional
53916,non functional
51145,functional needs repair
30,functional
53836,functional
29518,non functional
50936,functional needs repair
41797,non functional
22166,functional needs repair
60647,non functional
48700,functional
15858,functional
23896,non functional
804,non functional
42431,functional
8451,non functional
33656,functional
10322,functional
59571,non functional
43395,functional
30108,functional
37679,functional
37648,functional
43385,functional
38215,non functional
36697,functional
29148,functional
16825,functional
58139,non functional
55453,functional
65612,non functional
44575,functional
46511,functional
7934,functional
44664,functional
73756,non functional
63576,functional
66665,non functional
60093,functional
17429,non functional
22459,functional
49716,functional
35560,functional needs repair
58901,non functional
69855,functional needs repair
4904,non functional
64356,functional
44744,non functional
70332,functional needs repair
39078,non functional
33034,functional
24160,functional
3993,functional
72692,functional
6423,non functional
52517,functional needs repair
56349,non functional
27118,functional
32254,non functional
12646,functional
51006,non functional
47226,non functional
40300,non functional
27078,functional
45961,non functional
48974,non functional
15561,functional
32618,functional
34774,functional
64240,functional
8133,non functional
1970,functional
27057,functional
43901,functional
56680,functional
29077,non functional
49970,functional
72823,functional
30596,non functional
69007,functional
8030,non functional
57292,functional
48872,functional
12893,functional
25471,functional
46436,functional
55106,non functional
13131,functional
34731,functional
21349,functional needs repair
22685,functional needs repair
12850,functional
42535,functional
19127,non functional
37105,functional needs repair
56798,non functional
6483,non functional
38651,non functional
35558,functional
16620,non functional
5263,non functional
8745,functional
63701,functional
8878,functional
40495,functional
1213,functional
56334,functional
55560,functional
72378,non functional
63523,non functional
28273,functional
14714,non functional
55711,functional
54995,functional
61198,functional
64813,functional
1824,functional needs repair
34160,functional needs repair
35358,non functional
30396,functional
28175,functional
73941,functional
21921,non functional
32957,non functional
16021,functional
29975,functional
39655,functional needs repair
61610,non functional
8883,functional needs repair
47312,non functional
68149,functional needs repair
11658,non functional
37090,non functional
68404,non functional
48676,non functional
23188,non functional
14862,functional
70078,functional
31632,functional
35146,non functional
30134,non functional
24365,non functional
50286,functional
64061,functional
69345,functional
10349,non functional
41413,non functional
71535,non functional
30102,functional
47697,non functional
18283,functional
22414,functional
42845,non functional
41909,functional
69745,functional
26532,non functional
59897,non functional
58945,functional
30049,functional
4966,functional
65116,non functional
17761,functional
32807,functional needs repair
27383,non functional
71184,non functional
20509,functional
62687,non functional
41624,functional
55788,non functional
6586,functional
11053,functional
30660,functional
32700,functional
17658,functional
67512,non functional
12315,non functional
32473,functional needs repair
61234,functional
62884,functional
64283,functional
11432,functional
53592,non functional
46788,non functional
12420,non functional
2283,non functional
54365,functional needs repair
36769,functional
58100,functional needs repair
35052,functional
9158,non functional
34932,functional needs repair
18253,non functional
5419,functional
51528,non functional
29607,non functional
41265,functional needs repair
68990,functional
32967,non functional
51790,functional
37096,functional
69730,non functional
44556,functional
43631,non functional
22114,non functional
20717,non functional
39308,functional
23805,functional
41452,non functional
58125,functional
60445,functional
69144,non functional
51123,functional
48659,functional
10855,non functional
52016,functional
11791,non functional
60177,functional
46165,functional
59046,non functional
72711,functional
46337,non functional
67507,functional
57593,functional
45029,functional
19671,non functional
46283,non functional
70930,functional
57417,functional
4568,functional
68747,functional
20308,functional
29953,functional
47353,non functional
19399,non functional
16564,non functional
14140,non functional
50380,functional
37131,functional
1641,functional
15624,functional
